attendance_pct,assignment_completion,avg_grade,sleep_hours,social_activity,physical_activity,stress_survey,missed_deadlines,library_logins,lms_time_hours,risk_score,burnout
78.13295392507133,45.484686739953176,70.88623950768151,5.986176198713353,2.0,1.0,5.0,3.0,19.0,12.658065733942722,56.51,1
45.60494814180336,40.7125023958036,57.36554561438752,6.755695656494856,5.0,3.0,1.0,6.0,15.0,1.067078301446271,47.7,0
55.07720926652354,74.48903637119945,64.61638531712008,5.055901152073082,2.0,1.0,10.0,7.0,19.0,9.021487976485039,94.37,1
77.95291853803685,90.94196605224309,38.46386142666323,6.19008308045593,5.0,3.0,6.0,6.0,12.0,8.837217761110848,55.29,1
86.07699869993115,100.0,54.579303033664125,7.415324254383834,4.0,2.0,7.0,5.0,1.0,11.238172363148024,46.84,0
77.57052421784955,60.8223147426212,58.86076342830344,6.735459441452651,5.0,2.0,10.0,4.0,1.0,10.030230079676526,65.71,1
73.2652757641764,91.57361666862592,57.138674030981115,5.620203095654096,2.0,5.0,3.0,4.0,13.0,7.436444191138907,47.32,0
70.48344456616067,69.22983060998585,67.28532308050583,6.8363246064361896,4.0,2.0,4.0,6.0,3.0,10.89179826179939,48.9,0
52.82217014448859,66.54745400118361,52.66370101426699,7.571914685954927,1.0,5.0,10.0,5.0,16.0,7.7611116857664015,82.64,1
64.20233687407936,87.67319874973344,81.81546000986707,3.425088082133783,3.0,1.0,10.0,3.0,12.0,27.070935129900292,79.91,1
68.09041843560318,83.0464575682684,65.00310597377296,8.238611097433846,2.0,2.0,10.0,1.0,3.0,10.613639505067681,55.11,1
90.85683339328374,38.47215686031501,64.86049518292079,5.995617891978392,2.0,1.0,10.0,7.0,2.0,9.926502654354989,87.84,1
80.15427434352692,99.53080699451792,60.081579252306234,7.138234899860345,2.0,1.0,10.0,7.0,11.0,19.214037791557814,73.19,1
48.554397669558995,97.60182708294903,67.32786025788468,8.295870385467842,4.0,2.0,3.0,4.0,7.0,3.1782830327784826,31.26,0
79.86125954092192,57.488745969809415,77.37647397001452,4.442489454154301,1.0,1.0,1.0,6.0,1.0,9.450135629582592,56.42,1
69.22376579375525,77.91607066874818,51.9930467643365,5.43583849635868,5.0,2.0,8.0,0.0,5.0,5.251984564978633,51.79,1
64.84616999541062,79.88060372565478,55.12825266387115,6.067176956186443,1.0,2.0,10.0,4.0,9.0,13.175050282550444,81.11,1
84.17514433261302,75.21347531647814,60.44410956835003,5.324369718313358,4.0,2.0,10.0,0.0,11.0,7.528252589109336,58.94,1
90.46499283743927,58.9938969230916,44.811936147901775,9.102404863755213,2.0,3.0,2.0,3.0,9.0,12.900468675998738,26.81,0
88.96920178674299,56.56753264123897,52.71113210417754,5.214841859259811,3.0,1.0,1.0,4.0,9.0,12.540254992172713,42.05,0
62.41173715166042,69.48891858017109,57.85668689683011,5.6666798307697,2.0,4.0,8.0,7.0,2.0,13.901861309950371,83.41,1
70.36181436223178,93.45458038518728,78.11583771069091,6.806583547404465,5.0,2.0,7.0,6.0,19.0,12.62259396260978,51.63,1
79.96895147105346,80.87200309188864,68.93841993502888,4.696775710885866,3.0,1.0,7.0,3.0,9.0,8.879803030724917,60.74,1
89.63317690683539,62.58771335827788,67.90384867051317,5.906478932365604,2.0,5.0,4.0,3.0,8.0,3.0117364661550656,46.98,0
67.81238643232065,85.43397421296689,77.76346943251959,6.976179891875263,3.0,2.0,9.0,1.0,19.0,15.045424705066317,52.08,1
72.21511535004274,13.02914758739849,62.93942317400905,6.000709393426233,1.0,2.0,6.0,4.0,18.0,17.045137123325784,75.75,1
58.40497538990958,92.97531400744207,70.85697274893334,6.359919711650077,4.0,4.0,2.0,0.0,13.0,5.310658443541979,22.8,0
57.05690063878994,35.20572442443801,63.451673706012556,5.706001831327444,2.0,3.0,1.0,0.0,1.0,13.679386808063438,41.22,0
87.18788733591298,62.751181171937354,68.98043524099442,4.22829453622885,5.0,3.0,1.0,4.0,4.0,4.148186262072068,37.71,0
95.34360042856234,47.60660210747712,56.25862013582627,6.982389817008858,1.0,2.0,9.0,5.0,19.0,11.017160873809487,74.13,1
73.91984817629499,44.106370485581884,28.417742625853563,9.132399607470862,2.0,1.0,4.0,1.0,7.0,12.047102431041653,38.33,0
90.05299346838036,93.21653574757039,62.985812567205436,6.527602446175157,1.0,5.0,5.0,1.0,6.0,7.86890113097663,39.32,0
80.42454037571451,60.64597597376218,86.3412220414991,6.837896175871324,5.0,5.0,3.0,1.0,5.0,10.475357184465382,23.05,0
65.32320368092314,76.93007763461432,78.89323103362389,7.539084132675289,2.0,1.0,4.0,0.0,10.0,14.241015857486078,31.25,0
80.4209340826262,69.06158842241632,79.48096226886756,4.596004255179951,5.0,2.0,8.0,3.0,11.0,9.452917473744947,59.91,1
98.07054849698955,79.54081654446243,83.54196082709326,9.05377198719441,3.0,5.0,4.0,6.0,17.0,6.624312477199011,29.25,0
74.46260941335073,71.53643782120511,66.32986386442155,6.803493194634203,5.0,3.0,9.0,5.0,18.0,3.881103936138306,61.85,1
98.4696548372101,44.340155516228606,67.95973561108393,8.947785348633664,3.0,1.0,9.0,7.0,9.0,8.04617816872795,62.33,1
35.703823438653835,89.9253363889428,55.73522156848475,5.400450506714016,2.0,4.0,6.0,1.0,13.0,4.126392093954555,61.47,1
87.32853756562835,60.12486833677375,60.25890715959425,9.227092883836736,3.0,2.0,2.0,0.0,2.0,8.1130798918028,12.31,0
76.30570602357257,38.86836202680498,74.23656724656712,7.662733241052175,2.0,1.0,10.0,0.0,17.0,7.673787682852057,60.43,1
70.51488974301199,61.43769678068175,83.05826655753225,7.329560128778538,2.0,5.0,7.0,7.0,14.0,14.020524849812602,66.76,1
76.37641164803253,100.0,62.90830586478501,6.851036681529722,4.0,2.0,9.0,3.0,5.0,10.367375081051554,52.88,1
45.18646628098661,87.00443484226986,58.24716102722883,6.127207072888326,2.0,3.0,6.0,7.0,9.0,22.73629844858596,73.77,1
71.70492168243732,63.026957311842814,65.00791938284895,8.30079748771081,3.0,2.0,3.0,4.0,11.0,0.0,35.74,0
80.35668857267619,63.014845913631426,74.01810123393672,6.71053980477207,4.0,2.0,7.0,4.0,6.0,11.566857158593901,53.33,1
97.16841067112274,63.56729897565235,43.34217775799687,3.5493954446192717,4.0,3.0,5.0,6.0,16.0,7.742218572502443,67.54,1
67.22594672589528,100.0,30.557285702941428,4.8242203074394965,2.0,3.0,1.0,7.0,0.0,5.21979689757777,56.19,1
62.87259595660218,77.63870904463107,56.74194725762625,6.221231371710879,5.0,2.0,3.0,6.0,17.0,9.85115252711915,46.76,0
67.47364434623195,78.60083294382139,46.689313611287616,6.964998474748333,5.0,3.0,5.0,1.0,14.0,9.476915338195198,36.12,0
88.73103176553111,90.60566908063684,57.37789703529034,6.415117266650157,4.0,1.0,7.0,6.0,18.0,15.38906408673016,55.71,1
79.93126664489526,74.77578318053027,62.78329521773793,8.328456184690495,2.0,3.0,3.0,1.0,0.0,10.456292234015013,25.45,0
67.05359694349441,64.81915708358594,58.2012738646548,3.573347203942063,5.0,3.0,6.0,5.0,4.0,6.535992061406157,70.49,1
82.69901149670034,66.07300301830044,86.78701301706118,6.7153819047577405,2.0,2.0,5.0,6.0,14.0,11.671052818501602,54.2,1
76.4561632402206,68.56797481171873,69.90117146903481,3.773031161919268,2.0,1.0,1.0,3.0,2.0,8.851742181442411,47.45,0
89.52967485799334,69.25555526980317,69.50711539416243,7.639568443226253,4.0,4.0,10.0,1.0,0.0,4.372607274396466,48.78,0
64.46920359183972,84.5525908727396,74.33310716065102,6.358311928336996,4.0,4.0,6.0,3.0,7.0,8.757273152436118,47.66,0
70.08506780103347,71.03891771614599,47.917503233288464,7.129414958036177,1.0,5.0,8.0,0.0,11.0,11.154710387033443,57.14,1
69.11837770301764,84.65280154431159,80.58667681130403,5.204175559115351,5.0,3.0,1.0,1.0,18.0,10.361412151160733,22.1,0
53.04727577801822,68.38566839782835,63.863535701968104,8.419197397486627,5.0,3.0,2.0,0.0,11.0,11.651565273159411,16.76,0
79.44180415596864,71.57270380632181,75.05720925861819,8.062586996088276,5.0,1.0,4.0,2.0,12.0,7.367573954964042,23.69,0
78.91582908269834,30.035986309357845,48.92214150439767,7.375316454517831,3.0,4.0,2.0,3.0,0.0,11.588059807169717,40.62,0
75.07670184963692,88.32655349404963,41.693618509759034,6.3057241297048385,2.0,5.0,9.0,2.0,18.0,10.600579064087079,64.55,1
71.4811929993728,76.92976951795985,77.26834487037543,7.369785927942698,4.0,1.0,10.0,1.0,5.0,10.641146918867715,51.97,1
53.769438869243785,89.96020219719304,70.64614289146274,5.439661148018977,5.0,3.0,8.0,0.0,7.0,10.161782764133434,50.42,1
68.69032015851961,12.074892436126213,51.46922668463735,7.783333488531068,1.0,4.0,8.0,1.0,3.0,20.88046605117982,68.57,1
69.85928225209845,100.0,51.95505378087958,8.974221341485881,5.0,5.0,4.0,2.0,4.0,15.550631219000344,19.27,0
62.96584096167572,67.20820743689653,81.88152176622154,8.10591583996878,2.0,2.0,5.0,7.0,6.0,11.476958784643163,55.7,1
72.58071432500986,92.16365633475033,47.15882160699008,5.405596295288886,2.0,4.0,4.0,7.0,3.0,5.998963615758915,63.07,1
81.06076285221808,49.20188145748938,89.64009429883944,7.042125975909654,4.0,5.0,9.0,1.0,19.0,8.538337501217681,50.89,1
100.0,82.2554781012514,51.49068898028197,4.560287684362028,3.0,1.0,2.0,5.0,3.0,18.078940755741694,44.63,0
77.61866719247759,48.93168873652688,74.57587888412574,7.358585466763514,4.0,2.0,8.0,4.0,14.0,7.18531268583248,57.54,1
78.86325586084146,57.5246207860839,60.07072286376523,7.175905119293808,5.0,5.0,2.0,2.0,4.0,9.171351834322673,25.34,0
73.8833112635075,100.0,74.04781146623515,3.695275490701754,1.0,5.0,1.0,1.0,8.0,8.892983371927958,38.5,0
46.21843177051438,66.18635198473307,56.838289968287114,4.757324234131454,4.0,3.0,10.0,0.0,1.0,11.83943638579258,73.74,1
74.60229186826174,74.34865746359446,62.558106408915584,6.075291654884349,3.0,4.0,3.0,1.0,6.0,7.8167676135728446,35.25,0
75.90345314911539,87.40135461377508,65.61378763093582,6.04871037928876,4.0,3.0,9.0,7.0,16.0,10.884290040741277,71.28,1
100.0,79.91363775945209,49.96718816327791,4.685784596871792,2.0,2.0,3.0,0.0,15.0,7.92841552674188,36.63,0
72.11458552828316,73.00837810287153,76.11236518130188,7.083468094028276,5.0,5.0,9.0,4.0,16.0,16.57255349765866,56.23,1
79.52321013500419,77.2992200493245,57.30179650292622,6.8772104134107686,5.0,3.0,7.0,1.0,19.0,6.568611877830032,40.25,0
74.47932345442135,100.0,61.571001269899725,6.2085963020322215,5.0,4.0,10.0,6.0,1.0,14.888224223942178,66.89,1
57.46982943570702,68.8476240593283,50.08475938087231,5.366312749762455,5.0,2.0,1.0,7.0,10.0,7.0743207183816725,50.17,1
92.14234221772531,74.02198093429935,26.564995118070343,8.073060689624846,5.0,1.0,10.0,6.0,1.0,5.73126836059629,63.57,1
86.27899549030161,91.01308792015224,62.13458356099746,8.983110669632442,5.0,3.0,5.0,4.0,0.0,6.49603626755039,25.44,0
86.8654792056457,92.11051865915968,100.0,5.774657774230194,1.0,2.0,9.0,2.0,1.0,1.4428213648262282,57.7,1
61.35918817807892,93.7406061112076,76.76906431847036,5.581749624267768,3.0,1.0,3.0,0.0,8.0,12.192992231921533,31.99,0
96.04191466404149,82.77460444058369,64.71109430398408,7.236811498117994,5.0,3.0,9.0,6.0,1.0,4.180119452384479,55.23,1
53.97223405811579,47.13990174539033,61.05663756187599,5.962955930379521,3.0,2.0,5.0,5.0,14.0,8.21040236203697,66.89,1
83.80285640700406,100.0,65.3369883921807,6.290904199005149,5.0,2.0,9.0,2.0,9.0,13.808107987993816,47.42,0
100.0,47.07309213962624,73.20678672762816,7.609479727587007,4.0,3.0,10.0,0.0,14.0,13.646763398723174,47.18,0
60.14195512303968,76.05270930478066,47.28780777036732,3.635965868739061,5.0,2.0,6.0,7.0,9.0,2.841705420013671,77.35,1
66.50553405595842,54.914482999612844,81.71482542003308,8.477453487279003,2.0,5.0,9.0,7.0,16.0,11.552717899654688,71.57,1
76.49477047631461,68.71723306814015,75.73071973161866,6.609020786494012,1.0,3.0,7.0,7.0,8.0,15.702469911541279,71.55,1
67.44786518825701,76.5752482060696,75.77278588561902,5.882760283156729,4.0,2.0,7.0,4.0,17.0,6.81578544905068,57.75,1
51.74004853400801,76.42714430900546,71.57713608214591,6.366148768667826,4.0,1.0,8.0,6.0,3.0,12.567866640009147,70.02,1
76.0284446220904,78.4384150847057,65.29424986540985,6.443644032530778,2.0,1.0,7.0,7.0,8.0,4.283601971027304,69.09,1
59.06544429410843,100.0,75.09291853950229,3.903198044832612,5.0,5.0,9.0,3.0,15.0,11.92828476618495,67.24,1
82.10388645952773,79.0706860302796,73.87721200612067,8.742407341179854,1.0,3.0,9.0,7.0,3.0,10.65635680664829,65.64,1
61.20863648649295,65.11686729418703,59.68938933588464,6.561988448405928,4.0,2.0,6.0,1.0,15.0,13.305734779127263,47.54,0
98.24901607526309,89.28174336576714,56.39597340654649,7.164503195671063,1.0,2.0,7.0,4.0,18.0,12.995730434443526,52.97,1
63.251200614956446,93.78940977849281,66.5278444289298,7.927324655861064,4.0,1.0,2.0,0.0,0.0,3.232581952244238,14.17,0
70.16907725691486,45.447843697260154,88.23530227242782,4.96825631365955,5.0,5.0,9.0,0.0,5.0,10.682766203720963,59.01,1
87.20275826054504,81.94800139699716,46.41339386519149,7.210207848552843,4.0,1.0,1.0,0.0,9.0,17.26456822136936,13.14,0
56.53703525349067,84.02345484621796,42.9871210137134,6.09853836365181,4.0,1.0,1.0,0.0,15.0,0.0,26.58,0
78.41189901906193,64.04872993280016,67.47141261854775,7.77015616282474,3.0,5.0,3.0,1.0,3.0,14.834630569310328,27.08,0
94.60714131423643,97.51413626623238,65.76331552784028,3.309158869472757,5.0,3.0,6.0,2.0,12.0,18.00852549814544,48.07,0
50.88775148158159,66.99888825934947,67.60012496555612,6.351358549638096,2.0,2.0,5.0,5.0,15.0,2.5768223975759916,63.74,1
77.76950787798457,72.51152906943085,68.6592979686275,5.595769016324057,2.0,3.0,2.0,3.0,19.0,6.646504644262608,41.35,0
78.89824191372635,66.5385635143226,61.65196618047792,7.148394425951233,5.0,4.0,9.0,1.0,5.0,12.588716609752659,48.61,0
86.72734307665965,70.31158095162935,87.34795157903123,7.205066281052304,2.0,4.0,10.0,0.0,10.0,5.569374420931796,51.79,1
56.44573933682877,48.074498262095965,40.98644032285227,5.43856115776696,5.0,4.0,4.0,1.0,2.0,16.822895918226813,49.58,0
55.193150803735854,41.198982348114114,52.57254462829631,5.431739203735935,2.0,5.0,4.0,4.0,19.0,15.294481328780355,67.71,1
82.82912348425347,100.0,63.45117859776429,6.334001947164006,3.0,1.0,5.0,5.0,9.0,3.075183802284408,46.72,0
79.45477009849779,53.060773033633446,40.35216783268749,5.155036659027187,2.0,3.0,8.0,0.0,0.0,6.284709500344936,66.48,1
78.75739275518815,50.172153010873856,62.362183933518935,7.76297554317819,4.0,2.0,10.0,3.0,19.0,13.849184109175107,61.85,1
80.19672314245463,26.932197727925704,89.92205248592028,5.946189199328831,5.0,4.0,4.0,0.0,10.0,13.65329701373664,34.87,0
64.79962917632264,57.220765046209955,65.31329732443943,3.0,1.0,3.0,5.0,5.0,11.0,21.092200176515192,82.47,1
78.48380545741506,43.53820413185004,68.46051358578025,5.937766915067291,1.0,4.0,4.0,3.0,13.0,5.6005889727525915,56.41,1
79.39608709948021,100.0,46.097528522411295,4.942184268734041,5.0,4.0,6.0,5.0,7.0,17.296089197359954,55.21,1
64.28472872960448,90.19634178685268,55.75457887940784,4.053086276808582,3.0,2.0,3.0,3.0,10.0,5.430430276182151,51.92,1
100.0,56.236993096445524,59.37205429514094,4.643860042666141,2.0,5.0,8.0,2.0,3.0,12.501604662279357,66.41,1
82.10749381367681,100.0,60.23427354865649,6.664112707749455,3.0,1.0,6.0,6.0,6.0,14.46171220779742,52.79,1
57.13044754196027,89.63530973983188,84.22465692505654,8.492961242372347,1.0,5.0,10.0,2.0,9.0,0.0,58.41,1
84.84830412950744,63.50337232982755,73.36536591087687,6.96977671079747,5.0,3.0,5.0,1.0,18.0,14.556031490413911,30.72,0
60.379774946590175,20.011885702528538,48.32813064594452,5.59024491767639,5.0,5.0,2.0,1.0,3.0,16.922848455246932,44.3,0
86.80626905613678,100.0,68.69757167648007,7.1838562927560545,3.0,3.0,10.0,7.0,1.0,15.47940876736871,66.86,1
92.37893368511106,42.20855066472808,72.47332622745178,5.811364534671513,3.0,3.0,10.0,3.0,17.0,20.266694050388384,71.36,1
62.68976522472434,37.09202506086216,82.102235577819,5.458099446255283,2.0,1.0,7.0,7.0,13.0,14.825886417529452,83.22,1
89.45064193866483,90.45140864019281,88.70811029852561,4.768455997650523,4.0,2.0,2.0,7.0,15.0,7.313974493237428,41.98,0
81.19171390404748,100.0,49.77358712258197,3.8722567898724214,4.0,1.0,1.0,0.0,10.0,16.19505567207639,27.34,0
87.33090239991735,97.68545637021036,52.83713733184493,5.915114440160832,2.0,5.0,7.0,6.0,9.0,7.030168597222923,63.89,1
100.0,81.27818240104719,46.136332116280755,6.737080234880198,4.0,3.0,5.0,4.0,16.0,10.412089624729893,40.71,0
71.31917825995694,81.89508683330573,61.48970211339528,6.355064494977666,1.0,4.0,1.0,4.0,13.0,14.15891636700618,40.36,0
63.693957534637654,87.06831117560615,71.99537561669501,5.876049608078962,4.0,4.0,4.0,0.0,3.0,12.24040412073355,32.99,0
61.65728355561715,85.17857179573531,79.81001774883653,5.081380908954828,2.0,3.0,4.0,0.0,18.0,16.755659959250817,42.76,0
62.762845725518424,75.62382847938751,63.86073464536216,7.4123692875274525,4.0,1.0,10.0,2.0,1.0,22.44337347919384,59.27,1
73.84347435878844,72.08402207903752,60.202287151177345,4.524302120080122,5.0,2.0,7.0,4.0,6.0,4.313180290243002,63.22,1
80.11727962224965,68.74813744200955,67.2763698837311,7.664041870765213,3.0,1.0,9.0,3.0,8.0,8.358319405951562,56.51,1
79.15036198995028,54.92070822266648,52.472856475549655,4.9966744716099125,1.0,3.0,2.0,5.0,18.0,11.581891812811548,59.09,1
87.40774873554035,64.38649846266452,96.3430808254216,5.371347143970448,5.0,3.0,1.0,7.0,15.0,7.684045283466293,36.5,0
75.1950283781686,36.14086371609229,40.885084593229124,4.299822214076484,5.0,2.0,2.0,1.0,15.0,9.621468657510507,44.95,0
96.80301115735975,68.033207464105,67.77110868343587,5.747896779671545,2.0,5.0,7.0,7.0,17.0,13.879098031375342,69.09,1
71.03014750143066,50.22817785698165,95.35409328844459,7.962968687716968,3.0,5.0,10.0,7.0,10.0,13.214541656833834,72.91,1
100.0,47.92821365568458,65.10199766839996,7.273442132665934,3.0,2.0,6.0,5.0,6.0,11.236663651529419,51.94,1
84.3850102164751,73.59788302306957,62.14941447497758,7.9676331680420525,1.0,5.0,4.0,2.0,8.0,10.738652516321153,36.56,0
62.14263665375576,97.84004572689199,59.63831865784359,7.2832138189009035,2.0,4.0,1.0,4.0,3.0,8.880649327531918,32.03,0
58.93661252908332,88.36633212004625,62.29412477356388,4.844495257204446,1.0,5.0,1.0,7.0,12.0,17.02261419723859,58.74,1
82.23708622864778,38.589987927536455,85.59272712014796,6.003816163508664,4.0,5.0,5.0,6.0,3.0,18.31694418296499,57.57,1
71.64805822011223,50.20743726859325,31.822071330057398,5.3297013063238055,5.0,5.0,1.0,0.0,18.0,15.094070018042352,32.13,0
85.71000741138138,88.81542375976431,88.00150551944489,8.49586235605856,1.0,4.0,7.0,6.0,1.0,4.2531170606702275,50.78,1
82.09856436860318,50.35025212923381,43.64064271324783,4.704817030360532,5.0,5.0,1.0,6.0,8.0,8.688947849827642,48.97,0
73.9075663101469,65.50733700005951,61.00021506148378,7.840546534083666,2.0,4.0,1.0,4.0,11.0,10.998329798864424,32.57,0
62.29809422897392,81.00104198049104,58.56133369552008,7.839430805163154,4.0,2.0,2.0,3.0,1.0,5.296527360388826,27.71,0
52.27729162971203,50.633110902727296,73.8282990465608,9.24443030257413,2.0,1.0,10.0,2.0,5.0,10.395418523644642,62.25,1
68.30227571899468,72.1075101229192,41.02813472174378,5.885470111055754,4.0,2.0,3.0,7.0,4.0,10.111108962671215,56.62,1
87.84598191485209,43.31949010163591,71.93258999122914,7.568483239370243,4.0,1.0,1.0,7.0,4.0,15.420690872936154,36.28,0
78.21140616195306,57.97264712097572,95.36464434930278,9.922477754808265,5.0,2.0,9.0,7.0,19.0,7.508547801606841,49.58,0
56.31391831932018,76.39563868285074,44.55238993110784,5.573537484599455,2.0,1.0,10.0,0.0,4.0,15.816514441368476,72.92,1
77.59771388776772,38.14012532936661,67.84559251415594,4.19743962870146,2.0,1.0,8.0,5.0,3.0,5.213159819153067,85.75,1
80.77976069593255,78.80949475920798,55.070267333050865,3.6799849491383547,1.0,3.0,5.0,3.0,8.0,5.910804011693231,66.16,1
61.74213845698301,69.60724402146637,71.38830809289554,7.569068043291997,2.0,1.0,2.0,5.0,9.0,8.103188461340062,41.67,0
77.30587658918292,81.04979908834295,65.28721666123629,3.6752746879121245,1.0,1.0,5.0,1.0,15.0,10.23935943332404,59.01,1
75.87313077669,74.47828268129322,55.37769636433536,5.941521420593116,3.0,3.0,6.0,2.0,9.0,0.0,51.78,1
57.85544553254066,97.28280859947688,72.3180842730661,7.155969780558441,3.0,5.0,1.0,3.0,9.0,12.296487827054696,25.9,0
80.36681040522424,72.50449005295815,92.06522164680115,6.777763305244871,3.0,5.0,4.0,3.0,18.0,18.546712658728758,36.24,0
83.41176789552351,61.41188917749494,62.13644312409052,7.138167296276258,2.0,3.0,9.0,7.0,9.0,13.256347839886766,75.71,1
91.24576864762915,72.44595006064567,75.79636913222274,6.833434783701281,2.0,4.0,2.0,5.0,5.0,8.946650365974186,36.7,0
90.80703078052355,80.86596058072776,45.60090563193255,8.418298719970089,1.0,1.0,5.0,0.0,16.0,4.577044588652036,31.69,0
54.33495948064363,70.97720140651408,50.65345434772987,5.071525428891805,4.0,1.0,1.0,1.0,4.0,0.9348888212549316,36.8,0
60.93262440127316,70.81183382407765,72.08609416820566,5.484507292312204,1.0,3.0,4.0,7.0,5.0,1.7848818764234125,69.17,1
82.7255290081299,55.96016624386489,87.26174042803947,5.3410108320937635,3.0,3.0,4.0,7.0,14.0,9.345800624965614,59.05,1
82.70678926368313,56.74198164898104,70.3342002317849,7.745287717793915,1.0,4.0,6.0,7.0,18.0,20.534550092256342,63.45,1
82.72571529459071,41.947894564006134,60.30412954215269,7.850597882592595,4.0,5.0,10.0,5.0,17.0,0.0,68.43,1
100.0,100.0,64.98937108135031,7.176837978977762,2.0,2.0,9.0,3.0,3.0,13.501089446175314,51.02,1
83.5633576603975,45.1227352921743,46.243883990454236,8.275240500334892,1.0,5.0,3.0,2.0,7.0,6.611422938070293,39.33,0
